ParasiteCorrectedName,Insect,GenusOnly,Commensal?,ZooScore,ConfidenceScore,XC ZooScore,XC CScore,XC Notes,XC WhoBy,XC Date,PGF ZooScore,PGF CScore,PGF notes,Non-GMPD,SearchStringGoog,Googlehits(As of 2/8/2017),SearchStringWOS,WOShits (As of 2/6/2017),Notes,Citation,PrintRef,WhoBy,DateEntry,XCCitation,PGF Citation,PGF more citations,Nematode
Babesia bovis ,,0,,0,1,-1,1,,VR,42741,,,,,Babesia bovis      ,13600,Babesia bovis      ,1253,rare (primarily bovine),Brown and Palmer 1999,,VR,42741,,,,0
Babesia caballi ,,0,,,,-1,1,,VR,42741,,,,,Babesia caballi      ,3000,Babesia caballi      ,322,,"Bashiruddin et al., 1999",,VR,42741,,,,0
Babesia divergens ,,0,,0,1,0,1,,VR,42741,,,,,Babesia divergens      ,4460,Babesia divergens      ,414,Tick/rare,"Zintl et al., 2003",Gideon,VR,42741,,,,0
Babesia equi ,,0,,0,1,-1,1,,VR,42741,,,,,Babesia equi      ,6330,Babesia equi      ,456,Tick/1975 NY,"Bashiruddin et al., 1999",,VR,42741,,,,0
Babesia odocoilei ,,0,,-1,1,-1,2,,VR,42741,,,,,Babesia odocoilei      ,491,Babesia odocoilei      ,59,White tailed deer ,"Holman et al., 2000",,VR,42741,,,,0
Babesia ovis ,,0,,-1,2,-1,1,,VR,42741,,,,,Babesia ovis      ,4130,Babesia ovis      ,216,,"Aktas et al., 2005",,VR,42741,,,,0
Babesia canis ,,0,,0,2,-1,1,,VR,42741,,,,,Babesia canis      ,11300,Babesia canis      ,733,,"Matjila et al., 2004",,VR,42741,,,,0
Babesia cellii ,,0,,,,-1,3,,VR,42741,,,,,Babesia cellii      ,249,Babesia cellii      ,0,,NEED,,VR,42741,,,,0
Babesia cynicti ,,0,,,,-1,3,,VR,42741,,,,,Babesia cynicti      ,18,Babesia cynicti      ,1,,Penzhom and Chaparro 1994,,,42741,,,,0
Babesia felis ,,0,,-1,1,-1,1,,VR,42741,,,,,Babesia felis      ,3560,Babesia felis      ,67,Feline (South Africa) ,"Bosman et al., 2007",,VR,42741,,,,0
Babesia gibsoni ,,0,,0,2,-1,1,,VR,42741,,,,,Babesia gibsoni      ,3650,Babesia gibsoni      ,444,Spread by Tick,"Ikadai et al., 2004",,VR,42741,,,,0
Babesia lotori ,,0,,0,2,-1,3,,VR,42740,,,,,Babesia lotori      ,69,Babesia lotori      ,3,Raccoon  ,"Birkenhauer et al., 2006",,VR,42740,,,,0
Babesia microti ,,0,,0,1,0,1,,VR,42740,,,,,Babesia microti      ,9680,Babesia microti      ,189,rare,"Persing et al., 1992",,VR,42740,,,,0
Babesia missirolii ,,0,,,,-1,3,,VR,42740,,,,,Babesia missirolii      ,17,Babesia missirolii      ,1,,"Birkenhauer et al., 2007",,VR,42740,,,,0
Babesia pitheci ,,0,,,,-1,3,,VR,42740,,,,,Babesia pitheci      ,46,Babesia pitheci      ,0,,Hegner 1928,,VR,42740,,,,0
Babesia propitheci ,,0,,,,-1,3,,VR,42740,,,,,Babesia propitheci      ,11,Babesia propitheci      ,0,,"Bronsdon et al., 1999",,VR,42740,,,,0
Babesia rossi ,,0,,-1,2,-1,1,,VR,42740,,,,,Babesia rossi      ,2650,Babesia rossi      ,89,Sub-Saharan Africa (wild dogs),"Matjila et al., 2008",,VR,42740,,,,0
Babesia sensu ,,0,,1,3,0,1,,VR,42740,,,,,Babesia sensu      ,4580,Babesia sensu      ,247,,"Hunfeld et al., 2008",,VR,42740,,,,0
Babyrousa babyrussa rhadinovirus 1    ,,0,,,,-1,1,,VR,42740,,,,,Babyrousa babyrussa rhadinovirus 1    ,12,Babyrousa babyrussa rhadinovirus 1    ,1,,Ehlers and Lowden 2004,,VR,42740,,,,0
Bacillus thuringiensis ,,0,,0,3,0,1,,VR,42740,,,,,Bacillus thuringiensis      ,96500,Bacillus thuringiensis      ,1367,mosquitos and cattle (rarely human),"Helgason et al., 2000",,VR,42740,,,,0
Bacillus anthracis ,,0,,3,1,3,1,,VR,42740,,,,,Bacillus anthracis      ,65500,Bacillus anthracis      ,5784,,"Helgason et al., 2000",,VR,42740,,,,0
Bacillus cereus ,,0,,0,1,0,1,,VR,42740,,,,,Bacillus cereus      ,178000,Bacillus cereus      ,11250,vehicle: food,"Helgason et al., 2000",,VR,42740,,,,0
Bacillus coagulans ,,0,,0,1,-1,1,,VR,42740,,,,,Bacillus coagulans      ,18600,Bacillus coagulans      ,773,vehicle:food,"Kumar et al., 2005",,VR,42740,,,,0
Bacillus laterosporus ,,0,,-1,1,-1,1,,VR,42740,,,,,Bacillus laterosporus      ,4050,Bacillus laterosporus      ,146,insect only ,"Orlova et al., 1998",,VR,42740,,,,0
Bacillus mycoides ,,0,,0,1,-1,1,,VR,42740,,,,,Bacillus mycoides      ,14500,Bacillus mycoides      ,414,"Bacterium/vehicle: soil, processed and dried foods","Goodwin et al., 1994",,VR,42740,,,,0
Bacteroides pyogenes ,,0,,1,2,1,1,,VR,42740,,,,,Bacteroides pyogenes      ,20100,Bacteroides pyogenes      ,108,cat bite,Madsen and Justesen 2011,,VR,42740,,,,0
Balantidium aragaoi ,,0,,,,-1,3,,VR,42740,,,,,Balantidium aragaoi      ,27,Balantidium aragaoi      ,0,,"Stuart et al., 1998",,VR,42740,,,,0
Balantidium coli ,,0,,1,2,1,1,,VR,42740,,,,,Balantidium coli      ,7710,Balantidium coli      ,169,"Reservoir: non-human primate, rodent and pig",Schuster and Ramirez-Avila 2008,,VR,42740,,,,0
Bartonella bovis ,,0,,0,2,-1,1,,VR,42740,,,,,Bartonella bovis      ,3900,Bartonella bovis      ,66,Bacterium,"Bermond et al., 2002",,VR,42740,,,,0
Bartonella capreoli ,,0,,0,2,-1,2,,VR,42740,,,,,Bartonella capreoli      ,625,Bartonella capreoli      ,10,Bacterium,"Bai et al., 2011",,VR,42740,,,,0
Bartonella schoenbuchenis ,,0,,,,-1,3,,VR,42740,,,,,Bartonella schoenbuchenis      ,5,Bartonella schoenbuchenis      ,0,,NEED,,VR,42740,,,,0
Bartonella clarridgeiae ,,0,,2,1,1,1,,VR,42740,,,,,Bartonella clarridgeiae      ,1910,Bartonella clarridgeiae      ,252,Stray Cats,"Kordick et al., 1997",,VR,42740,,,,0
Bartonella henselae ,,0,,1,2,1,1,,VR,42740,,,,,Bartonella henselae      ,15800,Bartonella henselae      ,1959,"""cat scratch""","Chomel et al., 1996",,VR,42740,,,,0
Bartonella rochalimae ,,0,,1,3,1,2,,VR,42740,,,,,Bartonella rochalimae      ,623,Bartonella rochalimae      ,42,human (feces and louse),"Chomel et al., 2009",,VR,42740,,,,0
Bartonella vinsonii ,,0,,0,3,1,1,,VR,42740,,,,,Bartonella vinsonii      ,2550,Bartonella vinsonii      ,297,rare human infection,"Roux et al., 2000",,VR,42740,,,,0
Baschkirovitrema incrassatum ,,0,,,,-1,3,,VR,42740,,,,,Baschkirovitrema incrassatum      ,22,Baschkirovitrema incrassatum      ,1,,"Vieira et al., 2008",,VR,42740,,,,0
Baylisascaris columnaris ,,0,,1,2,-1,2,,VR,42740,,,,,Baylisascaris columnaris      ,155,Baylisascaris columnaris      ,6,mammals and birds (feces),"Franssen et al., 2013",,VR,42740,,,,1
Baylisascaris devosi ,,0,,1,2,-1,3,,VR,42740,,,,,Baylisascaris devosi      ,52,Baylisascaris devosi      ,0,mammals and birds (feces),"Poole et al., 1983",,VR,42740,,,,1
Baylisascaris procyonis ,,0,,2,1,1,1,,VR,42740,,,,,Baylisascaris procyonis      ,1960,Baylisascaris procyonis      ,225,round worm nematode/ingesting raccoon feces,"Pai et al., 2007",,VR,42740,,,,1
Baylisascaris transfuga ,,0,,1,2,-1,2,,VR,42740,,,,,Baylisascaris transfuga      ,327,Baylisascaris transfuga      ,37,mammals and birds (feces),"Ambrogi et al., 2011",,VR,42740,,,,1
Baylisiella tecta ,,0,,,,-1,3,,VR,42740,,,,,Baylisiella tecta      ,10,Baylisiella tecta      ,0,,Moravkova 2016,,VR,42740,,,,0
Bertiella mucronata ,,0,,-1,1,-1,2,,VR,42739,,,,,Bertiella mucronata      ,163,Bertiella mucronata      ,4,Non-human primate and rodents,Pope 1966,,VR,42739,,,,0
Bertiella studeri ,,0,,0,2,0,2,,VR,42739,,,,,Bertiella studeri      ,426,Bertiella studeri      ,20,vehicle: mite ,"Sun et al., 2006",,VR,42739,,,,0
Besnoitia tarandi ,,0,,-1,1,-1,2,,VR,42739,,,,,Besnoitia tarandi      ,204,Besnoitia tarandi      ,16,Reindeer ,"Dubey et al., 2004",,VR,42739,,,,0
Betaretrovirus Mason-Pfizer monkey virus    ,,0,,,,-1,1,,VR,42739,,,,,Betaretrovirus Mason-Pfizer monkey virus    ,645,Betaretrovirus Mason-Pfizer monkey virus    ,15,,"Gottwein et al., 2003",,VR,42739,,,,0
Biguetius trichuroides ,,0,,,,-1,3,,VR,42739,,,"I think it's a nematode, but not 100% sure.  Also possibly called Lemuricola trichuroides: http://www.sadabe.org/Irwin/articles/19_Irwin%20Raharison%202009.pdf (if that is the same species, than it's definitely a nematode",,Biguetius trichuroides      ,5,Biguetius trichuroides      ,0,,Irwin and Raharison 2009,,VR,42739,,,,1
Blastocystis hominis ,,0,,0,1,0,1,,VR,42739,,,,,Blastocystis hominis      ,9780,Blastocystis hominis      ,957,Human Only,"Sheehan et al., 1986",,VR,42739,,,,0
Blastomyces dermatitidis ,,0,,1,1,0,1,,VR,42739,,,,,Blastomyces dermatitidis      ,14400,Blastomyces dermatitidis      ,739,Fungus,"Li et al., 2000",Gideon,VR,42739,,,,0
Blepharocorys jubata ,,0,,-1,3,-1,3,,VR,42739,,,,,Blepharocorys jubata      ,22,Blepharocorys jubata      ,0,Horse,"Ito et al., 2014",,VR,42739,,,,0
Bocavirus Canineminutevirus ,,0,,-1,2,-1,1,,VR,42739,,,,,Bocavirus Canineminutevirus      ,273,Bocavirus Canineminutevirus      ,0,canine only,"Schwartz et al., 2002",,VR,42739,,,,0
Bolbosoma bobrovoi ,,0,,,,-1,3,,VR,42739,,,,,Bolbosoma bobrovoi      ,9,Bolbosoma bobrovoi      ,0,,Shults 1986,,VR,42739,,,,0
Border disease virus     ,,0,,-1,2,-1,1,,VR,42739,,,,,Border disease virus     ,186000,Border disease virus     ,1122,Goat Sheep Cattle,"Becher et al., 1998",,VR,42739,,,,0
Bordetella bronchiseptica ,,0,,-1,3,-1,1,,VR,42739,,,,,Bordetella bronchiseptica      ,18400,Bordetella bronchiseptica      ,1637,Bacterium,Woolfrey and Moody 1991,,VR,42739,,,,0
Bornavirus Bornadiseasevirus ,,0,,2,2,-1,1,,VR,42739,,,,,Bornavirus Bornadiseasevirus      ,1620,Bornavirus Bornadiseasevirus      ,0,RNA,Carbone 2001,,VR,42739,,,,0
Borrelia afzelii ,,0,,0,2,0,1,,VR,42739,,,,,Borrelia afzelii      ,8190,Borrelia afzelii      ,895,Bacterium/Tick (lyme disease Germany),"Bunkis et al., 2004",Gideon,VR,42739,,,,0
Borrelia burgdorferi ,,0,,0,2,0,1,,VR,42739,,,,,Borrelia burgdorferi      ,67800,Borrelia burgdorferi      ,10532,Bacterium/Tick (lyme disease US),"Kawabata et al., 2004",Gideon,VR,42739,,,,0
Borrelia burgdorferi B31     ,,3,,,,0,1,,VR,42739,,,,,Borrelia burgdorferi B31     ,4650,Borrelia burgdorferi B31     ,342,,"Kawabata et al., 2004",,VR,42739,,,,0
Borrelia garinii ,,0,,0,1,0,1,,VR,42739,,,,,Borrelia garinii      ,8080,Borrelia garinii      ,919,Tick,"Glockner et al., 2004",Gideon,VR,42739,,,,0
Borrelia japonica ,,0,,0,2,0,1,,VR,42739,,,,,Borrelia japonica      ,2280,Borrelia japonica      ,109,Japan/Tick born ,"Nakao et al., 1994",,VR,42739,,,,0
Borrelia harveyi ,,0,,,,0,3,,VR,42739,,,,,Borrelia harveyi      ,558,Borrelia harveyi      ,7,I keep finding referneces to Lyme disease Bacterium that causes LD but nothing for B. harveyi,NEED,,VR,42739,,,,0
Borrelia hispanica ,,0,,0,1,0,2,,VR,42739,,,,,Borrelia hispanica      ,735,Borrelia hispanica      ,20,Tick/Blood (human and rodent),"Sarih et al., 2009",Gideon,VR,42739,,,,0
Borrelia recurrentis ,,0,,0,2,0,1,,VR,42739,,,,,Borrelia recurrentis      ,21000,Borrelia recurrentis      ,111,Bacterium/Tick,"Lescot et al., 2008",Gideon,VR,42739,,,,0
Bovine coronavirus ,,0,,-1,2,-1,1,,VR,42739,,,,,Bovine coronavirus      ,28600,Bovine coronavirus      ,754,Similar ancestor,"Vlasak et al., 1988",,VR,42739,,,,0
Bovine herpesvirus 1     ,,0,,-1,1,-1,1,,VR,42739,,,,,Bovine herpesvirus 1     ,93100,Bovine herpesvirus 1     ,2405,transmission through intercourse and birth,"Cox et al., 1993",,VR,42739,,,,0
Bovine herpesvirus 3     ,,3,,,,-1,1,,VR,42739,,,,,Bovine herpesvirus 3     ,86800,Bovine herpesvirus 3     ,676,,"Rossiter et al., 1989",NEED,VR,42739,,,,0
Bovine leukemia virus     ,,0,,-1,2,-1,1,,VR,42739,,,,,Bovine leukemia virus     ,404000,Bovine leukemia virus     ,275,cow/sheep/goat,"Kettman et al., 1976",,VR,42739,,,,0
Bovine viral diarrhea virus    ,,0,,-1,2,-1,1,,VR,42739,,,,,Bovine viral diarrhea virus    ,61400,Bovine viral diarrhea virus    ,3416,spread through direct and indirect contact,"Peterhans et al., 2010",,VR,42739,,,,0
Brachylaima fuscatus ,,0,,,,-1,3,,VR,42739,,,,,Brachylaima fuscatus      ,21,Brachylaima fuscatus      ,0,,"Butcher et al., 2002",,VR,42739,,,,0
Brachylaima pellucidum ,,0,,,,-1,3,,VR,42739,,,,,Brachylaima pellucidum      ,9,Brachylaima pellucidum      ,0,,Butcher and Grove 2005,,VR,42739,,,,0
Brachylaima recurva ,,0,,,,-1,3,,VR,42739,,,,,Brachylaima recurva      ,28,Brachylaima recurva      ,1,,"Richards et al., 1995",,VR,42739,,,,0
Brachylaima tokudai ,,0,,-1,3,-1,3,,VR,42739,,,,,Brachylaima tokudai      ,30,Brachylaima tokudai      ,2,Raccoon dog/fox/carnivora,"Al-Sabi et al., 2013",,VR,42739,,,,0
Brachylaima virginiana ,,0,,,,-1,3,,VR,42739,,,,,Brachylaima virginiana      ,53,Brachylaima virginiana      ,5,,Richardson and Campo 2005,,VR,42739,,,,0
Brevibacillus brevis ,,0,,0,2,0,1,,VR,42738,,,,,Brevibacillus brevis      ,3300,Brevibacillus brevis      ,126,can be found in human blood (soil),"Goto et al., 2004",Gideon,VR,42738,,,,0
Brodenia laciniata ,,0,,,,-1,3,,VR,42738,,,,,Brodenia laciniata      ,8,Brodenia laciniata      ,0,,Canaris and Gardner 2003,,VR,42738,,,,
Brodenia serrata ,,0,,,,-1,3,,VR,42738,,,,,Brodenia serrata      ,10,Brodenia serrata      ,0,,Canaris and Gardner 2003,,VR,42738,,,,
Bronchonema magna ,,0,,,,-1,3,,VR,42738,,,,,Bronchonema magna      ,21,Bronchonema magna      ,1,,"Boomker et al., 2000",,VR,42738,,,,
Brucella abortus ,,3,,,,0,1,,VR,42738,,,,,Brucella abortus      ,54700,Brucella abortus      ,3893,,"Baily et al., 1992",,VR,42738,,,,
Brucella canis ,,0,,1,2,1,1,,VR,42738,,,,,Brucella canis      ,12300,Brucella canis      ,389,canine,"Lucero et al., 2005",,VR,42738,,,,
Brucella melitensis ,,0,,1,2,1,1,,VR,42738,,,,,Brucella melitensis      ,26800,Brucella melitensis      ,2316,"through food, air, animal secretions and products","delVecchio et al., 2001",,VR,42738,,,,
Brucella microti ,,0,,0,2,-1,1,,VR,42738,,,,,Brucella microti      ,2390,Brucella microti      ,46,reservoir:soil,"Audic et al., 2009",,VR,42738,,,,
Brucella pinnipedialis ,,0,,-1,2,-1,2,,VR,42738,,,,,Brucella pinnipedialis      ,865,Brucella pinnipedialis      ,50,seals and cestaceans,"Nymo et al., 2011",,VR,42738,,,,
Brugia beaveri ,,0,,0,3,-1,2,,VR,42738,,,,,Brugia beaveri      ,689,Brugia beaveri      ,3,Mosquitos  ,Beaver and Wong 1988,,VR,42738,,,,
Brugia malayi ,,0,,2,2,2,1,,VR,42738,,,,,Brugia malayi      ,18900,Brugia malayi      ,2322,"human, non-human primate, dog, and cat","McReynolds et al., 1986",,VR,42738,,,,
Brugia pahangi ,,0,,1,2,-1,1,,VR,42738,,,,,Brugia pahangi      ,7160,Brugia pahangi      ,135,,"McReynolds et al., 1986",,VR,42738,,,,
Buckleyenterobius atelis ,,0,,,,-1,3,,VR,42738,,,,,Buckleyenterobius atelis      ,13,Buckleyenterobius atelis      ,2,,"Hasegawa et al., 2004",,VR,42738,,,,
Bunostomum trigonocephalum ,,0,,-1,2,-1,1,,VR,42738,,,,,Bunostomum trigonocephalum      ,1970,Bunostomum trigonocephalum      ,31,Sheep/Cattle  ,"Wang et al., 2010",,VR,42738,,,,
Burkholderia cepacia ,,0,,0,3,0,1,,VR,42738,,,,,Burkholderia cepacia      ,40600,Burkholderia cepacia      ,3941,found in oil,"Mahenthiralingam et al., 2005",,VR,42738,,,,
Buttiauxella agrestis ,,0,,,,0,2,,VR,42738,,,,,Buttiauxella agrestis      ,423,Buttiauxella agrestis      ,10,Cockroach?,"Antonello et al., 2014",,VR,42738,,,,
Calicophron calicophorum ,,0,,,,-1,3,,VR,42738,,,,,Calicophron calicophorum      ,0,Calicophron calicophorum      ,0,,Ghosh and Chauhan 1975,,VR,42738,,,,
Callistoura blanci ,,0,,,,-1,3,,VR,42738,,,,,Callistoura blanci      ,5,Callistoura blanci      ,0,,Irwin and Raharison 2009,,VR,42738,,,,
Callistoura brygooi ,,0,,,,-1,3,,VR,42738,,,,,Callistoura brygooi      ,9,Callistoura brygooi      ,0,,Irwin and Raharison 2009,,VR,42738,,,,
Camelostrongylus harrisi ,,0,,,,-1,3,,VR,42738,,,,,Camelostrongylus harrisi      ,43,Camelostrongylus harrisi      ,1,,"Boomker et al., 1996",,VR,42738,,,,
Camelostrongylus mentulatus ,,0,,,,-1,2,,VR,42738,,,,,Camelostrongylus mentulatus      ,206,Camelostrongylus mentulatus      ,24,,"Hilton et al., 1978",,VR,42738,,,,
Campylobacter fetus ,,0,,1,2,0,1,,VR,42738,,,,,Campylobacter fetus      ,29100,Campylobacter fetus      ,1305,Bacterium,"Blaser et al., 1980",,VR,42738,,,,
Campylobacter jejuni ,,0,,0,2,0,1,,VR,42738,,,,,Campylobacter jejuni      ,114000,Campylobacter jejuni      ,11210,Causes diarrhea,"Altekruse et al., 1999",,VR,42738,,,,
Candida albicans ,,0,,0,2,0,1,,VR,42738,,,,,Candida albicans      ,576000,Candida albicans      ,37611,Fungus,"Liang et al., 2016",,VR,42738,,,,
Candida guilliermondii ,,0,,0,2,0,1,,VR,42738,,,,,Candida guilliermondii      ,19300,Candida guilliermondii      ,1350,Fungus,"Pfaller et al., 2006",,VR,42738,,,,
Candida pseudotropicalis ,,0,,-1,2,0,1,,VR,42738,,,,,Candida pseudotropicalis      ,6240,Candida pseudotropicalis      ,128,non-human,"Morgan et al., 1984",,VR,42738,,,,
Candida tropicalis ,,0,,0,2,0,1,,VR,42738,,,,,Candida tropicalis      ,55900,Candida tropicalis      ,4361,Fungus,"Kothavade et al., 2010",Gideon,VR,42738,,,,
Capillaria garfiai ,,0,,-1,2,-1,2,,VR,42738,,,,,Capillaria garfiai      ,21,Capillaria garfiai      ,3,Nematoda,"de-la-Muela et al., 2001",,VR,42738,,,,
Capillaria aerophila ,,0,,1,2,1,2,,VR,42738,,,,,Capillaria aerophila      ,784,Capillaria aerophila      ,62,Nematoda,"Traversa et al., 2011",Gideon,VR,42738,,,,
Capillaria bilobata ,,0,,-1,2,-1,3,,VR,42738,,,,,Capillaria bilobata      ,59,Capillaria bilobata      ,1,Nematoda,Ducusin and Faylon 1996,,VR,42738,,,,
Capillaria boehmi ,,0,,-1,2,-1,2,,VR,42734,,,,,Capillaria boehmi      ,153,Capillaria boehmi      ,17,Nematoda,"Magi et al., 2012",,VR,42734,,,,
Capillaria bovis ,,0,,-1,3,-1,1,,VR,42734,,,,,Capillaria bovis      ,1220,Capillaria bovis      ,21,Cattle/Sheep ,McKenna 1997,,VR,42734,,,,
Capillaria brochieri ,,0,,-1,2,-1,3,,VR,42734,,,,,Capillaria brochieri      ,14,Capillaria brochieri      ,2,Nematoda,Justine 1988,,VR,42734,,,,
Capillaria hepatica ,,0,,1,1,1,1,,VR,42734,,,,,Capillaria hepatica      ,3720,Capillaria hepatica      ,193,Nematoda,"Juncker-Voss et al., 2000",,VR,42734,,,,
Capillaria mucronata ,,0,,-1,2,-1,2,,VR,42734,,,,,Capillaria mucronata      ,306,Capillaria mucronata      ,0,Nematoda,Sidorovich and Anisimova 1999,,VR,42734,,,,
Capillaria mustelorum ,,0,,-1,2,-1,3,,VR,42734,,,,,Capillaria mustelorum      ,40,Capillaria mustelorum      ,2,Nematoda,Read 1949,NEED,VR,42734,,,,
Capillaria myoxinitelae ,,0,,-1,2,-1,3,,VR,42734,,,,,Capillaria myoxinitelae      ,7,Capillaria myoxinitelae      ,0,Nematoda,"Justine et al., 1987",,VR,42734,,,,
Capillaria plica ,,0,,-1,2,-1,2,,VR,42734,,,,,Capillaria plica      ,764,Capillaria plica      ,38,Nematoda,"Sreter et al., 2003",,VR,42734,,,,
Capillaria procyonis ,,0,,-1,2,-1,2,,VR,42734,,,,,Capillaria procyonis      ,305,Capillaria procyonis      ,9,Nematoda,"Hoberg et al., 1999",,VR,42734,,,,
Capillaria putorii ,,0,,-1,2,-1,2,,VR,42734,,,,,Capillaria putorii      ,233,Capillaria putorii      ,10,Nematoda,Butterworth and Beverley-Burton 1981,,VR,42734,,,,
Capreocaulus capreoli ,,0,,0,3,-1,3,,VR,42734,,,,,Capreocaulus capreoli      ,62,Capreocaulus capreoli      ,0,louse/feces/secretions to wound conatact,Vetyska 1980,,VR,42734,,,,
Capripoxvirus Lumpy skin disease virus   ,,0,,-1,2,-1,1,,VR,42734,,,,,Capripoxvirus Lumpy skin disease virus   ,851,Capripoxvirus Lumpy skin disease virus   ,89,African Cattle,"Aspden et al., 2003",,VR,42734,,,,
Cardiofilaria darwis ,,0,,,,-1,3,,VR,42734,,,,,Cardiofilaria darwis      ,4,Cardiofilaria darwis      ,0,,"Atmosoedjono et al., 1993",,VR,42734,,,,
Cardiovirus Encephalomyocarditis virus     ,,0,,0,2,0,1,,VR,42734,,,,,Cardiovirus Encephalomyocarditis virus     ,2550,Cardiovirus Encephalomyocarditis virus     ,82,Human only,"Oberste et al., 2009",,VR,42734,,,,
Carmyerius gregarius ,,0,,,,-1,3,,VR,42734,,,,,Carmyerius gregarius      ,52,Carmyerius gregarius      ,2,,Canaris and Gardner 2003,,VR,42734,,,,
Cebalges gaudi ,,0,,,,-1,3,,VR,42734,,,,,Cebalges gaudi      ,7,Cebalges gaudi      ,0,,"Guerim et al., 2001",,VR,42734,,,,
Cebalgoides cebi ,,0,,,,-1,3,,VR,42734,,,,,Cebalgoides cebi      ,2,Cebalgoides cebi      ,0,,"Guerim et al., 2001",,VR,42734,,,,
Cebidicola extrarius ,,0,,,,-1,3,,VR,42734,,,,,Cebidicola extrarius      ,6,Cebidicola extrarius      ,0,,"Stuart et al., 1998",,VR,42734,,,,
Cebidicola semiarmatus ,,0,,,,-1,3,,VR,42734,,,,,Cebidicola semiarmatus      ,9,Cebidicola semiarmatus      ,0,Howlers?,"Stuart et al., 1998",,VR,42734,,,,
Cediopsylla inaequalis ,,0,,,,-1,3,,VR,42734,,,,,Cediopsylla inaequalis      ,76,Cediopsylla inaequalis      ,2,Utah?,Britain and Voth 1975,,VR,42734,,,,
Centrorhynchus bazaleticus ,,0,,,,-1,3,,VR,42734,,,,,Centrorhynchus bazaleticus      ,10,Centrorhynchus bazaleticus      ,3,,"Matoba et al., 2006",,VR,42734,,,,
Centrorhynchus conspectus ,,0,,,,-1,3,,VR,42734,,,,,Centrorhynchus conspectus      ,74,Centrorhynchus conspectus      ,5,,Yabsley and Nobley 1999,,VR,42734,,,,
Centrorhynchus elongatus ,,0,,,,-1,3,,VR,42734,,,,,Centrorhynchus elongatus      ,53,Centrorhynchus elongatus      ,1,,"Sato et al., 2005",NEED,VR,42734,,,,
Centrorhynchus teres ,,0,,,,-1,3,,VR,42734,,,,,Centrorhynchus teres      ,51,Centrorhynchus teres      ,2,,"Dimitrova et al., 1997",,VR,42734,,,,
Centrorhynchus undulatus ,,0,,,,-1,3,,VR,42734,,,,,Centrorhynchus undulatus      ,23,Centrorhynchus undulatus      ,1,,Millian and Casanova 2007,,VR,42734,,,,
Centrorhynchus wardae ,,0,,,,-1,3,,VR,42734,,,,,Centrorhynchus wardae      ,35,Centrorhynchus wardae      ,3,,Yabsley and Nobley 1999,,VR,42734,,,,
Cephenemyia auribarbis ,,0,,-1,2,-1,2,,VR,42734,,,,,Cephenemyia auribarbis      ,104,Cephenemyia auribarbis      ,6,deer bot fly,"Nilssen et al., 2008",,VR,42734,,,,
Cephenemyia jellisoni ,,0,,-1,2,-1,2,,VR,42734,,,,,Cephenemyia jellisoni      ,137,Cephenemyia jellisoni      ,10,White tailed deer/bot fly,Anderson 2001,,VR,42734,,,,
Cephenemyia phobifera ,,0,,-1,2,-1,2,,VR,42734,,,,,Cephenemyia phobifera      ,42,Cephenemyia phobifera      ,2,White tailed deer/bot fly,"Kellogg et al., 1971",,VR,42734,,,,
Cephenemyia stimulator ,,0,,-1,2,-1,2,,VR,42734,,,,,Cephenemyia stimulator      ,190,Cephenemyia stimulator      ,10,White tailed deer/bot fly,"Otranto et al., 2003",,VR,42734,,,,
Cephenemyia trompe ,,0,,-1,2,-1,2,,VR,42734,,,,,Cephenemyia trompe      ,460,Cephenemyia trompe      ,28,bot fly,Anderson and Nilssen 1990 ,,VR,42734,,,,
Cephenemyia ulrichii ,,0,,-1,2,-1,3,,VR,42733,,,,,Cephenemyia ulrichii      ,54,Cephenemyia ulrichii      ,2,moose,"Nilssen et al., 2008",,VR,42733,,,,
Ceratophyllus sciurorum ,,0,,-1,3,-1,2,,VR,42733,,,,,Ceratophyllus sciurorum      ,267,Ceratophyllus sciurorum      ,19,farmed mink in Europe,"Lledo et al., 2010",,VR,42733,,,,
Ceratospira opthalmica ,,0,,,,-1,3,,VR,42733,,,,,Ceratospira opthalmica      ,11,Ceratospira opthalmica      ,0,,Mckenzie and Davidson 1989,,VR,42733,,,,
